tourist_id,timestamp,lat,lon,speed,zone_risk,itinerary_deviation
1,2025-09-23 15:54:33.720342,17.720132105924964,83.32587795874754,1.9027868503841137,0,0
1,2025-09-23 15:55:03.720342,17.721531906238145,83.32604749311693,0.894891505407611,0,0
1,2025-09-23 15:56:03.720342,17.72342156929179,83.32725194704165,1.970235452684017,0,0
1,2025-09-23 15:56:33.720342,17.72146613028016,83.32592666506527,0.936201756686202,0,0
1,2025-09-23 15:57:03.720342,17.721517876408523,83.32536921437023,1.894318703029039,0,0
1,2025-09-23 15:57:33.720342,17.72283707980473,83.32580785328187,1.498059980947826,0,0
1,2025-09-23 15:59:03.720342,17.72194138975232,83.32550528344746,0.03580034203187421,0,0
1,2025-09-23 16:00:03.720342,17.722478089018047,83.32768611638984,0.8000369977348099,0,0
1,2025-09-23 16:00:33.720342,17.723425806047807,83.32774238753196,0.17608257181534048,0,0
1,2025-09-23 16:01:03.720342,17.724932614580094,83.32700434614624,1.0126223295466241,0,0
1,2025-09-23 16:01:33.720342,17.724839722384296,83.32689727999315,0.12414067741772494,0,0
1,2025-09-23 16:02:03.720342,17.726335846260618,83.32688344994729,1.2162451480454275,0,0
1,2025-09-23 16:02:33.720342,17.726505066696806,83.3259928428975,1.7007297953353082,0,0
1,2025-09-23 16:03:03.720342,17.72427413146658,83.32622152680143,1.7235595376414694,0,0
1,2025-09-23 16:03:33.720342,17.72210579902875,83.3263042056493,0.7484611558251277,0,0
1,2025-09-23 16:04:03.720342,17.722387627481414,83.32683688861823,0.4284427943754472,0,0
1,2025-09-23 16:05:03.720342,17.722977665449722,83.32630607139225,0.5683241264136933,0,0
1,2025-09-23 16:05:33.720342,17.723180109383794,83.3253248671054,1.0636494417720095,0,0
1,2025-09-23 16:06:03.720342,17.721708167326796,83.32498037313391,0.09960048699355051,0,0
1,2025-09-23 16:07:33.735962,17.7163000422674,83.32355597321612,1.0072172560384238,0,0
1,2025-09-23 16:08:03.735962,17.71795521388633,83.3228965997314,1.092208951762819,0,0
1,2025-09-23 16:08:33.735962,17.719618149218896,83.32361894659489,1.8547370244390395,0,0
1,2025-09-23 16:09:03.735962,17.718101733405785,83.32319079816783,0.9913164908241812,0,0
2,2025-09-23 15:54:33.735962,17.720234517718776,83.3240078804692,1.372639656892468,0,0
2,2025-09-23 15:55:03.735962,17.720951615041137,83.32360097080955,0.4612095967423273,0,0
2,2025-09-23 15:55:33.735962,17.720760094820672,83.32383550468272,0.7958238297137068,0,0
