tourist_id,timestamp,lat,lon
T001,2025-09-20 18:44:26.751447,17.721630428583847,83.32394919636508
T001,2025-09-20 18:45:26.751447,17.721424039768113,83.32374279307727
T001,2025-09-20 18:46:26.751447,17.74874756268361,83.34576509331214
T001,2025-09-20 18:47:26.751447,17.748459913380188,83.34604703922344
T001,2025-09-20 18:48:26.751447,17.748287316846596,83.34585613420376
T001,2025-09-20 18:49:26.751447,17.748169862192373,83.34587098806274
T001,2025-09-20 18:50:26.751447,17.748044599676494,83.34593809979958
T001,2025-09-20 18:51:26.751447,17.747919886465613,83.34585791690556
T001,2025-09-20 18:52:26.751447,17.74809099204245,83.34567772117485
T001,2025-09-20 18:53:26.751447,17.748146440783767,83.34540559142248
T001,2025-09-20 18:54:26.751447,17.74794875525798,83.34514462237827
T001,2025-09-20 18:55:26.751447,17.748228134477824,83.34532966078714
T001,2025-09-20 18:56:26.751447,17.747986737746228,83.34544020060305
T001,2025-09-20 18:57:26.751447,17.747759960687134,83.34543730674912
T001,2025-09-20 18:58:26.751447,17.77594636872871,83.36061290638112
T001,2025-09-20 18:59:26.751447,17.775833395374363,83.36062494719383
T001,2025-09-20 19:00:26.751447,17.775644308047678,83.36090669797049
T001,2025-09-20 19:01:26.751447,17.775908007412617,83.36114359438075
T001,2025-09-20 19:02:26.751447,17.776161131953632,83.36089668988198
T001,2025-09-20 19:03:26.751447,17.775888268326977,83.36079188808044
T001,2025-09-20 19:04:26.751447,17.77575107774604,83.36098913058593
T001,2025-09-20 19:05:26.751447,17.775619638451854,83.36101474823583
T001,2025-09-20 19:06:26.751447,17.775800956640307,83.36075947862204
T001,2025-09-20 19:07:26.751447,17.775964303501883,83.36057870803096
T001,2025-09-20 19:08:26.751447,17.80227353207098,83.38471585490791
T001,2025-09-20 19:09:26.751447,17.80243629427899,83.38446028169895
T001,2025-09-20 19:10:26.751447,17.802205815714707,83.38467814375447
T001,2025-09-20 19:11:26.751447,17.802104354529618,83.38441627876465
T001,2025-09-20 19:12:26.751447,17.801999464522833,83.38455404247165
T001,2025-09-20 19:13:26.751447,17.802231792168378,83.38453737142675
T001,2025-09-20 19:14:26.751447,17.80235973904071,83.38469384245592
T001,2025-09-20 19:15:26.751447,17.802522319348682,83.38469011981374
T001,2025-09-20 19:16:26.751447,17.802478843959697,83.38440537128979
T001,2025-09-20 19:17:26.751447,17.80219770147111,83.38448721753655
T001,2025-09-20 19:18:26.751447,17.80220284388581,83.3847317574209
T001,2025-09-20 19:19:26.751447,17.80214907363963,83.38488508810401
T001,2025-09-20 19:20:26.751447,17.80189526158553,83.38475893897576
T001,2025-09-20 19:21:26.751447,17.802153080176932,83.3849438112035
T001,2025-09-20 19:22:26.751447,17.802375956531044,83.38512601444964
T001,2025-09-20 19:23:26.751447,17.80261149193014,83.38514961979479
T001,2025-09-20 19:24:26.751447,17.802849146710095,83.38504042187976
T001,2025-09-20 19:25:26.751447,17.80268590780762,83.38499668655294
T001,2025-09-20 19:26:26.751447,17.802902346157577,83.38470085783126
T001,2025-09-20 19:27:26.751447,17.802852792759467,83.38453412251755
T001,2025-09-20 19:28:26.751447,17.80275536186231,83.3847998683399
T001,2025-09-20 19:29:26.751447,17.802766636235358,83.38492167971523
T001,2025-09-20 19:30:26.751447,17.80304970548499,83.3851991480922
T001,2025-09-20 19:31:26.751447,17.803048054588526,83.38507967507809
T001,2025-09-20 19:32:26.751447,17.802770186756938,83.38514541367847
T001,2025-09-20 19:33:26.751447,17.802501074007687,83.38501260155701
T002,2025-09-20 18:44:26.998332,17.721203737134402,83.32359693692325
T002,2025-09-20 18:45:26.998332,17.721495127406868,83.32344217008615
T002,2025-09-20 18:46:26.998332,17.721652099176065,83.32328475261255
T002,2025-09-20 18:47:26.998332,17.721572769055697,83.32336413611091
T002,2025-09-20 18:48:26.998332,17.721594233866142,83.32311830997294
T002,2025-09-20 18:49:26.998332,17.721486701905125,83.32293022107918
T002,2025-09-20 18:50:26.998332,17.74330456076889,83.34648150831602
T002,2025-09-20 18:51:26.998332,17.763546421934876,83.36101142381997
T002,2025-09-20 18:52:26.998332,17.76335104179228,83.36112598646284
T002,2025-09-20 18:53:26.998332,17.76361307978552,83.36090849902932
T002,2025-09-20 18:54:26.998332,17.763381163898266,83.36116331520029
T002,2025-09-20 18:55:26.998332,17.763235928874895,83.36125930562791
T002,2025-09-20 18:56:26.998332,17.763269049361856,83.36127709597493
T002,2025-09-20 18:57:26.998332,17.76302491102254,83.3615154254297
T002,2025-09-20 18:58:26.998332,17.763104771896906,83.36141884330434
T002,2025-09-20 18:59:26.998332,17.76324034530423,83.36165710946031
T002,2025-09-20 19:00:26.998332,17.763408270631743,83.361742328448
T002,2025-09-20 19:01:26.998332,17.776640844913636,83.38971341221854
T002,2025-09-20 19:02:26.998332,17.776346363144608,83.38947429514425
T002,2025-09-20 19:03:26.998332,17.776049400094916,83.3892707799751
T002,2025-09-20 19:04:26.998332,17.776164537213532,83.38936195673081
T002,2025-09-20 19:05:26.998332,17.77629184474634,83.3892043061833
T002,2025-09-20 19:06:26.998332,17.77643973958941,83.38929408592273
T002,2025-09-20 19:07:26.998332,17.77653430732479,83.38933507108473
T002,2025-09-20 19:08:26.998332,17.79388862338598,83.40463911843837
T002,2025-09-20 19:09:26.998332,17.79417242971883,83.40457497707317
T002,2025-09-20 19:10:26.998332,17.79425111289443,83.4047518638553
T002,2025-09-20 19:11:26.998332,17.794297255225203,83.40474737447158
T002,2025-09-20 19:12:26.998332,17.794430726494358,83.40461583788905
T002,2025-09-20 19:13:26.998332,17.8173401724125,83.41815805147719
T002,2025-09-20 19:14:26.998332,17.8176125295587,83.41840697011132
T002,2025-09-20 19:15:26.998332,17.817321803528618,83.41866396124887
T002,2025-09-20 19:16:26.998332,17.817601796420043,83.41894213323512
T002,2025-09-20 19:17:26.998332,17.817478465755283,83.41887319187228
T002,2025-09-20 19:18:26.998332,17.817368618958376,83.4186748875203
T002,2025-09-20 19:19:26.998332,17.81763031182287,83.4187925053983
T002,2025-09-20 19:20:26.998332,17.817388617719132,83.41886150973433
T002,2025-09-20 19:21:26.998332,17.817172668128276,83.41887250752575
T002,2025-09-20 19:22:26.998332,17.817317129298928,83.41899071697034
T002,2025-09-20 19:23:26.998332,17.81723282398966,83.4188668720769
T002,2025-09-20 19:24:26.998332,17.817418892026467,83.41908711546806
T002,2025-09-20 19:25:26.998332,17.817425697465783,83.41908802524487
T002,2025-09-20 19:26:26.998332,17.81751567582425,83.41920920537123
T002,2025-09-20 19:27:26.998332,17.81774967902934,83.41911200246534
T002,2025-09-20 19:28:26.998332,17.817506068193246,83.41915897054994
T002,2025-09-20 19:29:26.998332,17.836818028555896,83.4400118632441
T002,2025-09-20 19:30:26.998332,17.836872528512238,83.43973016339406
T002,2025-09-20 19:31:26.998332,17.863324539725433,83.45693397622229
T002,2025-09-20 19:32:26.998332,17.863337885681467,83.45709597235415
T002,2025-09-20 19:33:26.998332,17.863411619966957,83.45684718083315
T003,2025-09-20 18:44:26.998858,17.741987092631362,83.34462270243219
T003,2025-09-20 18:45:26.998858,17.742122747431594,83.34490821367987
T003,2025-09-20 18:46:26.998858,17.74201652131536,83.34508532539674
T003,2025-09-20 18:47:26.998858,17.741979904167785,83.34483239922554
T003,2025-09-20 18:48:26.998858,17.771232872461344,83.37155200163578
T003,2025-09-20 18:49:26.998858,17.771178244227993,83.37135597822783
T003,2025-09-20 18:50:26.998858,17.771028389966894,83.37138551422665
T003,2025-09-20 18:51:26.998858,17.771124508392923,83.37125347456481
T003,2025-09-20 18:52:26.998858,17.77126724654294,83.37128608699632
T003,2025-09-20 18:53:26.998858,17.7712190065804,83.37113472559003
T003,2025-09-20 18:54:26.998858,17.77137371424668,83.3708433616832
T003,2025-09-20 18:55:26.998858,17.771101315831892,83.37056779896459
T003,2025-09-20 18:56:26.998858,17.77122351054752,83.37055230326204
T003,2025-09-20 18:57:26.998858,17.79105582804986,83.39002173867766
T003,2025-09-20 18:58:26.998858,17.791016139039403,83.3899608415183
T003,2025-09-20 18:59:26.998858,17.791097195229923,83.38968802392417
T003,2025-09-20 19:00:26.998858,17.791172711179353,83.38968990567932
T003,2025-09-20 19:01:26.998858,17.791267927358323,83.38948766633557
T003,2025-09-20 19:02:26.998858,17.81411631292245,83.4000178925464
T003,2025-09-20 19:03:26.998858,17.814380451067304,83.40006317705313
T003,2025-09-20 19:04:26.998858,17.81446642399837,83.40003812878743
T003,2025-09-20 19:05:26.998858,17.814731302883633,83.39996979037011
T003,2025-09-20 19:06:26.998858,17.814974513268808,83.39978726505097
T003,2025-09-20 19:07:26.998858,17.826990073296358,83.410151701564
T003,2025-09-20 19:08:26.998858,17.850650208764684,83.42157547453321
T003,2025-09-20 19:09:26.998858,17.850857133951266,83.42128943769465
T003,2025-09-20 19:10:26.998858,17.85072624681613,83.42106033659122
T003,2025-09-20 19:11:26.998858,17.8508036125242,83.42128681979933
T003,2025-09-20 19:12:26.998858,17.85098570108243,83.42115604054288
T003,2025-09-20 19:13:26.998858,17.851136069933414,83.42134014138644
T003,2025-09-20 19:14:26.998858,17.85108364053956,83.42126335223792
T003,2025-09-20 19:15:26.998858,17.85098812266371,83.42152180663328
T003,2025-09-20 19:16:26.998858,17.850945519080135,83.42167232927396
T003,2025-09-20 19:17:26.998858,17.850707393401436,83.42191386101797
T003,2025-09-20 19:18:26.998858,17.8509032678811,83.42180589077859
T003,2025-09-20 19:19:26.998858,17.85083678888834,83.42151239336947
T003,2025-09-20 19:20:26.998858,17.85059156089441,83.42140398155202
T003,2025-09-20 19:21:26.998858,17.850861925182574,83.42144804428489
T003,2025-09-20 19:22:26.998858,17.850830992495762,83.4213239707479
T003,2025-09-20 19:23:26.998858,17.85093450356941,83.42147539546556
T003,2025-09-20 19:24:26.998858,17.851108274455086,83.42123011912739
T003,2025-09-20 19:25:26.998858,17.850842809711096,83.42125983645678
T003,2025-09-20 19:26:26.998858,17.851075432220753,83.42117038546432
T003,2025-09-20 19:27:26.998858,17.850861227229984,83.42132729184335
T003,2025-09-20 19:28:26.998858,17.85062190083566,83.42107775592703
T003,2025-09-20 19:29:26.998858,17.850365558639478,83.4212708719626
T003,2025-09-20 19:30:26.998858,17.850114367907864,83.42102177459105
T003,2025-09-20 19:31:26.998858,17.850038930385317,83.4209441598793
T003,2025-09-20 19:32:26.998858,17.850307279531748,83.42123576051759
T003,2025-09-20 19:33:26.998858,17.850233035283065,83.42098586094761
T004,2025-09-20 18:44:26.999402,17.721395042549844,83.32376453320555
T004,2025-09-20 18:45:26.999402,17.721161761039227,83.32376010826812
T004,2025-09-20 18:46:26.999402,17.74053497387911,83.33488617378175
T004,2025-09-20 18:47:26.999402,17.740305489627175,83.33497569996302
T004,2025-09-20 18:48:26.999402,17.740355510886232,83.33525300349211
T004,2025-09-20 18:49:26.999402,17.740226938138,83.33547416296902
T004,2025-09-20 18:50:26.999402,17.740504871661667,83.33518145565384
T004,2025-09-20 18:51:26.999402,17.740230767608836,83.33541614152206
T004,2025-09-20 18:52:26.999402,17.740526546486507,83.3351604194609
T004,2025-09-20 18:53:26.999402,17.740808128007878,83.3351742781674
T004,2025-09-20 18:54:26.999402,17.74092557722127,83.33514700280627
T004,2025-09-20 18:55:26.999402,17.740976165808423,83.33538769761256
T004,2025-09-20 18:56:26.999402,17.756595429600267,83.3643959272941
T004,2025-09-20 18:57:26.999402,17.75656882365194,83.36446800685277
T004,2025-09-20 18:58:26.999402,17.756381696347773,83.36444622589573
T004,2025-09-20 18:59:26.999402,17.756431890014884,83.36419286667791
T004,2025-09-20 19:00:26.999402,17.75672361646157,83.36431176370633
T004,2025-09-20 19:01:26.999402,17.756609333031342,83.36450004071816
T004,2025-09-20 19:02:26.999402,17.75640690319495,83.36474659702886
T004,2025-09-20 19:03:26.999402,17.756676783142925,83.36488202873389
T004,2025-09-20 19:04:26.999402,17.7566277289647,83.3651416658239
T004,2025-09-20 19:05:26.999402,17.756354860166763,83.3648574860086
T004,2025-09-20 19:06:26.999402,17.756541192165233,83.3651498516862
T004,2025-09-20 19:07:26.999402,17.756597670594445,83.36507838620018
T004,2025-09-20 19:08:26.999402,17.756802941948326,83.36528138342301
T004,2025-09-20 19:09:26.999402,17.75675183364973,83.36514542766616
T004,2025-09-20 19:10:26.999402,17.78404628117483,83.39140344784876
T004,2025-09-20 19:11:26.999402,17.784344263277074,83.39143670687213
T004,2025-09-20 19:12:26.999402,17.784611122715003,83.39164649530653
T004,2025-09-20 19:13:26.999402,17.78458144919619,83.39142399095562
T004,2025-09-20 19:14:26.999402,17.78464515397686,83.39126117663892
T004,2025-09-20 19:15:26.999402,17.784716030921135,83.39117607426974
T004,2025-09-20 19:16:26.999402,17.78481897483849,83.39118825889028
T004,2025-09-20 19:17:26.999402,17.78483107293916,83.39139956779047
T004,2025-09-20 19:18:26.999402,17.78486763572208,83.39162555995206
T004,2025-09-20 19:19:26.999402,17.78464804485915,83.39134282955784
T004,2025-09-20 19:20:26.999402,17.78472023058996,83.3914652774187
T004,2025-09-20 19:21:26.999402,17.784502053475315,83.3911740042181
T004,2025-09-20 19:22:26.999402,17.784556004087428,83.39110935064517
T004,2025-09-20 19:23:26.999402,17.784798499304124,83.39101830392538
T004,2025-09-20 19:24:26.999402,17.784968691111768,83.39095622959476
T004,2025-09-20 19:25:26.999402,17.785186109337015,83.39122594196895
T004,2025-09-20 19:26:26.999402,17.78544206191211,83.3912212117448
T004,2025-09-20 19:27:26.999402,17.785417543365853,83.39150923128997
T004,2025-09-20 19:28:26.999402,17.785314794332024,83.39158927180256
T004,2025-09-20 19:29:26.999402,17.785060312328888,83.3913665996357
T004,2025-09-20 19:30:26.999402,17.784851453944995,83.3911498959393
T004,2025-09-20 19:31:26.999402,17.784660581995634,83.39105729630928
T004,2025-09-20 19:32:26.999402,17.784644958979793,83.3911578309524
T004,2025-09-20 19:33:26.999402,17.784460332391077,83.39088235212215
T005,2025-09-20 18:44:26.999402,17.72122715420342,83.32361620629057
T005,2025-09-20 18:45:26.999402,17.73363987162543,83.34283178165123
T005,2025-09-20 18:46:26.999402,17.73355843354206,83.34283383201374
T005,2025-09-20 18:47:26.999402,17.733282020825968,83.34301347825308
T005,2025-09-20 18:48:26.999402,17.733031076245137,83.34323762542755
T005,2025-09-20 18:49:26.999402,17.73276772302105,83.34310375201643
T005,2025-09-20 18:50:26.999402,17.732916678835277,83.34291446462805
T005,2025-09-20 18:51:26.999402,17.732838962096952,83.34290517841917
T005,2025-09-20 18:52:26.999402,17.732760310280693,83.34288269924885
T005,2025-09-20 18:53:26.999402,17.732482320202426,83.34273416141545
T005,2025-09-20 18:54:26.999402,17.732719444305037,83.34274116788072
T005,2025-09-20 18:55:26.999402,17.73248374751184,83.3427096153008
T005,2025-09-20 18:56:26.999402,17.73232922981402,83.34257116123938
T005,2025-09-20 18:57:26.999402,17.732041272532687,83.34246440873872
T005,2025-09-20 18:58:26.999402,17.731937770943993,83.3422362660178
T005,2025-09-20 18:59:26.999402,17.731993926416127,83.3423437274093
T005,2025-09-20 19:00:26.999402,17.731992991735485,83.34209587958215
T005,2025-09-20 19:01:26.999402,17.732045096406296,83.34224314326666
T005,2025-09-20 19:02:26.999402,17.731821644587974,83.34211340881014
T005,2025-09-20 19:03:26.999402,17.731909194932772,83.34215587579294
T005,2025-09-20 19:04:26.999402,17.732201104082048,83.34221934068455
T005,2025-09-20 19:05:26.999402,17.73196217356562,83.34201105616806
T005,2025-09-20 19:06:26.999402,17.731758582389574,83.34182299638249
T005,2025-09-20 19:07:26.999402,17.731562606546753,83.34206105563726
T005,2025-09-20 19:08:26.999402,17.75205283433816,83.36026899217705
T005,2025-09-20 19:09:26.999402,17.75182005767946,83.36020770553648
T005,2025-09-20 19:10:26.999402,17.752039361954996,83.36039794877905
T005,2025-09-20 19:11:26.999402,17.75184189450743,83.360499134711
T005,2025-09-20 19:12:26.999402,17.751875952243235,83.36054210232469
T005,2025-09-20 19:13:26.999402,17.75203764800315,83.36035432857382
T005,2025-09-20 19:14:26.999402,17.75199290986632,83.36035889480102
T005,2025-09-20 19:15:26.999402,17.751761811961163,83.36042526682648
T005,2025-09-20 19:16:26.999402,17.751810554894018,83.36021788445565
T005,2025-09-20 19:17:26.999402,17.75183010855355,83.35994897857775
T005,2025-09-20 19:18:26.999402,17.75161075735971,83.35968700356003
T005,2025-09-20 19:19:26.999402,17.751504169666696,83.35987292822755
T005,2025-09-20 19:20:26.999402,17.75161307130003,83.36002906494348
T005,2025-09-20 19:21:26.999402,17.75159601701316,83.35997616949196
T005,2025-09-20 19:22:26.999402,17.751853734499708,83.36017454113663
T005,2025-09-20 19:23:26.999402,17.751628312833798,83.36031306162175
T005,2025-09-20 19:24:26.999402,17.7514370526735,83.36005295938217
T005,2025-09-20 19:25:26.999402,17.751481736541407,83.36025805664823
T005,2025-09-20 19:26:26.999402,17.751658896928525,83.36007903304026
T005,2025-09-20 19:27:26.999402,17.751457456407284,83.36026777787241
T005,2025-09-20 19:28:26.999402,17.751471295662146,83.36018307616288
T005,2025-09-20 19:29:26.999402,17.7514067627266,83.36037303582657
T005,2025-09-20 19:30:26.999402,17.751332929384255,83.36035064369797
T005,2025-09-20 19:31:26.999402,17.75148149501236,83.36035227593203
T005,2025-09-20 19:32:26.999402,17.751721239756325,83.36028261066485
T005,2025-09-20 19:33:26.999402,17.751965123022902,83.3603571534624
